temperature,humidity,wind_speed,solar_radiation,heat_index,wbgt,utci,vulnerability_score,population_density,hour,day_of_year,heat_exposure_duration,htsi
29.1,85.61,1.92,0.0,36.34,27.7,29.14,74.2,3100.0,5,142,0.0,43.77
43.64,47.19,3.17,919.69,65.03,37.99,45.29,38.83,9200.0,12,176,2.0,69.33
31.88,87.31,0.85,12.7,47.15,30.65,32.29,72.76,4200.0,23,177,0.0,53.24
39.35,51.36,4.77,830.02,53.61,34.38,40.12,62.1,8500.0,14,162,4.0,61.47
32.21,68.72,2.59,462.09,40.57,29.74,33.47,47.28,3100.0,8,124,0.0,47.38
26.0,87.0,3.2,0.0,27.93,24.79,25.88,47.15,8500.0,3,140,0.0,33.74
41.99,50.12,1.31,884.62,61.74,37.76,44.95,41.88,4200.0,13,173,3.0,67.84
32.23,92.3,0.5,7.44,51.18,31.52,32.74,39.91,4200.0,4,126,0.0,49.97
28.33,85.04,2.11,0.0,33.85,26.88,28.33,73.0,8500.0,1,170,0.0,42.18
38.64,62.66,3.36,809.13,59.35,35.51,40.19,45.55,8500.0,10,146,0.0,62.94
37.0,65.22,3.91,495.52,54.85,33.73,37.64,45.74,9200.0,8,97,0.0,56.42
28.75,80.7,0.71,0.0,34.2,26.85,29.0,60.95,3100.0,23,168,0.0,41.72
30.12,82.33,1.69,46.7,38.72,28.46,30.43,63.44,9200.0,2,109,0.0,44.6
35.29,66.5,1.98,417.91,49.38,32.42,36.63,79.59,9200.0,8,142,0.0,56.62
28.4,89.66,4.83,0.0,34.97,27.42,27.91,45.51,4900.0,2,101,0.0,39.07
26.26,86.89,1.39,0.0,28.53,25.03,26.38,39.97,3100.0,1,138,0.0,37.12
40.09,53.69,6.46,978.54,57.83,35.42,40.25,77.44,8500.0,11,106,1.0,64.05
37.23,55.14,2.23,685.35,49.25,33.23,39.08,36.3,3100.0,9,153,0.0,55.22
36.52,62.61,1.52,513.5,51.41,33.45,38.35,38.13,9200.0,8,131,0.0,55.47
38.0,55.61,1.1,838.83,52.01,35.02,40.98,73.66,8500.0,14,118,4.0,65.54
31.31,73.89,4.81,219.2,39.72,28.89,31.29,69.26,9200.0,7,108,0.0,46.28
26.0,77.06,3.04,0.0,27.56,23.81,25.87,82.2,3100.0,4,100,0.0,35.33
40.14,54.51,2.2,822.09,58.66,36.09,42.32,38.85,4900.0,10,139,0.0,64.51
26.24,80.65,8.38,0.0,28.17,24.4,25.39,77.78,9200.0,1,160,0.0,32.83
29.93,85.17,1.95,0.0,38.96,28.47,29.96,32.4,3100.0,23,147,0.0,41.05
40.81,56.51,3.08,840.12,62.84,36.77,42.48,44.61,3100.0,14,123,4.0,64.26
28.71,86.24,2.26,0.0,35.24,27.38,28.68,49.17,8500.0,5,109,0.0,40.49
34.72,75.99,1.75,192.28,52.78,32.55,35.53,38.29,9200.0,7,139,0.0,51.05
27.24,80.87,3.67,43.46,30.39,25.47,27.19,45.25,3100.0,4,177,0.0,34.98
36.5,58.27,2.23,643.34,48.77,32.9,38.27,67.01,9200.0,15,99,5.0,57.1
27.1,72.57,1.58,240.45,29.25,24.99,28.09,71.85,8500.0,17,121,0.0,38.03
28.27,82.71,4.35,0.0,33.26,26.59,27.86,34.46,8500.0,5,141,0.0,35.37
29.47,80.29,0.92,0.0,36.15,27.51,29.69,33.67,9200.0,4,104,0.0,39.63
39.85,64.2,1.26,743.69,65.71,37.52,42.54,75.44,8500.0,15,173,5.0,69.29
43.09,51.85,2.61,954.61,67.55,38.49,45.26,83.35,9200.0,12,92,2.0,75.33
30.89,88.18,2.21,0.21,43.53,29.73,30.87,72.83,9200.0,4,126,0.0,47.45
40.46,54.15,3.57,997.66,59.54,36.25,42.19,75.86,8500.0,12,129,2.0,68.82
35.72,80.99,1.74,483.87,60.57,34.77,37.44,61.73,9200.0,16,161,6.0,62.41
33.11,74.83,2.4,187.35,46.04,30.8,33.67,45.73,4900.0,17,129,0.0,49.27
33.87,71.47,1.21,261.38,47.06,31.49,35.11,82.0,9200.0,7,145,0.0,52.93
39.47,50.06,1.37,956.88,53.12,35.61,42.54,81.61,9200.0,12,112,2.0,67.17
27.87,81.09,4.06,0.0,31.93,26.03,27.52,40.78,8500.0,18,100,0.0,35.86
28.62,82.13,3.29,8.51,34.11,26.88,28.43,70.94,9200.0,2,153,0.0,40.43
30.16,85.35,3.45,28.57,39.79,28.75,29.99,83.75,4900.0,23,97,0.0,47.36
31.88,71.1,2.64,292.34,40.45,29.37,32.67,41.18,4200.0,7,145,0.0,45.49
28.18,90.91,1.59,11.4,34.49,27.35,28.37,40.5,3100.0,1,149,0.0,40.41
32.13,75.1,1.82,199.21,42.78,29.96,32.93,67.63,4900.0,7,99,0.0,50.12
41.13,49.91,3.56,953.8,58.51,36.15,42.73,56.91,3100.0,12,128,2.0,64.9
41.36,52.44,2.34,919.47,61.44,37.04,43.66,74.75,4900.0,12,117,2.0,70.04
28.71,80.24,6.82,37.02,33.99,26.8,27.94,44.68,9200.0,0,138,0.0,36.56
28.84,84.71,3.32,0.0,35.31,27.35,28.6,73.65,4900.0,5,125,0.0,42.31
27.91,92.65,1.16,132.71,33.93,27.6,28.72,34.36,3100.0,23,102,0.0,43.29
27.88,82.73,1.77,57.18,32.21,26.34,28.22,38.42,8500.0,18,125,0.0,37.96
36.45,60.72,2.55,656.76,50.02,33.12,38.1,41.72,9200.0,15,115,5.0,57.15
33.08,82.52,1.5,233.61,49.77,31.84,34.15,44.08,3100.0,7,175,0.0,51.99
26.0,85.65,3.55,16.88,27.88,24.68,25.92,37.35,9200.0,0,93,0.0,32.28
41.75,55.05,1.43,632.51,65.27,37.57,43.97,80.85,8500.0,15,171,5.0,70.69
33.98,65.98,3.59,521.77,44.78,31.06,34.95,37.46,4200.0,8,153,0.0,49.95
43.04,41.93,2.67,913.97,58.29,36.68,45.0,44.31,3100.0,12,127,2.0,67.08
39.6,54.37,2.39,833.87,56.62,35.53,41.69,63.1,9200.0,10,177,0.0,64.54
42.77,41.71,4.14,931.46,57.26,36.1,43.83,59.39,4900.0,12,176,2.0,67.75
28.56,83.28,0.92,54.71,34.18,27.1,29.08,44.22,4900.0,20,111,0.0,40.71
37.45,61.95,2.8,666.45,54.3,34.17,38.99,72.25,9200.0,9,91,0.0,61.61
29.01,89.48,1.71,0.0,36.98,28.0,29.1,58.34,4200.0,3,120,0.0,43.03
26.8,86.84,0.94,0.0,29.89,25.56,27.0,45.25,4900.0,5,100,0.0,36.26
26.29,90.48,3.0,56.67,28.8,25.5,26.45,80.55,3100.0,6,135,0.0,41.58
26.69,83.0,8.5,0.0,29.29,25.07,25.76,71.19,9200.0,4,151,0.0,32.95
39.88,50.2,1.76,818.37,54.52,35.4,42.31,32.15,4200.0,10,158,0.0,60.43
43.71,41.56,1.78,937.63,60.08,37.62,46.36,80.7,4200.0,12,153,2.0,72.24
30.51,78.89,0.61,0.0,38.91,28.37,30.82,67.98,3100.0,18,99,0.0,45.94
27.7,84.03,2.25,0.0,31.92,26.16,27.68,71.39,9200.0,22,129,0.0,40.89
36.27,57.37,0.5,696.81,47.53,34.23,39.39,75.23,9200.0,9,113,0.0,60.46
35.75,57.1,0.5,614.35,45.84,33.37,38.59,60.61,9200.0,9,133,0.0,57.55
37.91,52.51,2.98,837.78,49.8,33.56,39.69,37.4,9200.0,10,149,0.0,57.8
26.56,86.09,2.54,61.55,29.22,25.36,26.8,80.73,9200.0,20,151,0.0,39.45
28.05,83.2,0.5,3.49,32.74,26.43,28.37,35.24,3100.0,6,176,0.0,38.89
32.44,71.84,1.91,333.85,42.45,30.17,33.6,80.59,8500.0,17,106,0.0,51.82
29.3,81.57,5.74,37.48,35.96,27.52,28.7,44.39,9200.0,3,154,0.0,38.71
28.65,87.86,2.89,0.0,35.4,27.48,28.51,44.98,4900.0,1,146,0.0,41.33
39.17,46.9,2.97,863.24,50.14,33.9,40.94,68.51,8500.0,13,144,3.0,60.72
42.65,48.25,4.59,999.9,62.43,37.13,43.63,74.09,9200.0,12,142,2.0,70.49
41.06,54.32,1.07,872.18,61.91,37.77,44.21,39.76,8500.0,11,145,1.0,68.53
30.51,90.55,1.29,33.29,42.89,29.68,30.9,77.54,9200.0,6,98,0.0,49.83
29.64,81.53,0.5,0.0,36.97,27.8,29.96,41.66,9200.0,1,111,0.0,41.19
42.04,45.74,1.91,986.06,58.2,36.91,44.74,39.71,9200.0,12,102,2.0,67.16
41.43,49.64,6.63,895.22,59.31,35.9,41.16,78.16,9200.0,13,178,3.0,65.25
34.0,73.19,0.94,454.36,48.41,32.5,36.0,63.6,8500.0,16,137,0.0,55.42
34.33,69.72,0.95,475.08,47.78,32.47,36.39,71.36,4900.0,8,107,0.0,54.98
34.46,67.75,2.54,477.06,47.2,31.79,35.72,60.16,9200.0,16,165,0.0,53.14
30.03,78.81,6.69,304.23,37.43,28.25,29.86,78.4,4200.0,7,129,0.0,45.26
29.69,87.48,8.5,6.94,38.81,28.48,28.37,79.59,9200.0,1,106,0.0,42.83
27.02,84.97,8.08,59.38,30.27,25.65,26.33,46.67,8500.0,23,104,0.0,34.43
40.84,45.96,7.35,967.37,54.52,34.81,40.38,38.77,9200.0,12,104,2.0,58.45
28.96,82.11,3.41,0.0,35.1,27.2,28.69,74.84,4200.0,2,168,0.0,42.03
37.34,61.03,2.26,690.15,53.29,34.13,39.22,73.42,8500.0,15,152,5.0,62.88
26.0,91.13,2.75,48.62,28.08,25.27,26.18,39.19,8500.0,5,128,0.0,35.66
26.0,81.01,3.11,51.37,27.7,24.29,26.11,43.62,4900.0,18,102,0.0,33.26
28.31,88.64,3.28,0.0,34.47,27.22,28.11,74.99,4200.0,6,170,0.0,43.23
38.16,63.28,1.01,684.29,57.94,35.86,40.84,36.64,4900.0,9,121,0.0,62.71
36.23,64.84,5.13,434.6,51.76,32.79,36.26,60.22,4200.0,8,98,0.0,53.71
29.24,84.03,5.27,0.0,36.38,27.67,28.59,57.37,9200.0,1,129,0.0,40.41
38.67,58.39,4.69,836.03,56.23,34.78,39.57,58.31,4200.0,14,109,4.0,61.99
28.45,84.99,2.2,71.9,34.18,27.14,28.76,37.53,3100.0,4,179,0.0,40.06
29.9,88.53,1.34,51.92,39.88,28.92,30.35,31.03,4900.0,21,174,0.0,42.9
31.6,90.27,1.91,13.77,47.34,30.68,31.74,79.87,9200.0,3,171,0.0,51.87
30.16,79.02,3.63,63.95,37.87,28.14,30.06,80.54,9200.0,19,166,0.0,44.81
28.89,88.05,1.21,0.0,36.25,27.74,29.08,43.66,4900.0,3,169,0.0,40.82
30.63,75.93,2.83,185.08,38.36,28.49,31.1,37.83,4200.0,17,162,0.0,41.89
26.76,77.07,1.56,0.0,28.98,24.55,26.83,76.54,3100.0,3,152,0.0,36.44
34.74,66.75,1.72,504.87,47.64,32.19,36.45,65.22,3100.0,16,165,0.0,56.49
40.55,43.78,1.66,883.51,52.13,35.18,43.16,42.84,4900.0,11,133,1.0,61.59
28.65,81.98,1.09,19.69,34.17,26.94,28.96,68.83,4900.0,21,127,0.0,43.33
33.67,65.89,1.2,560.09,43.75,31.46,35.8,72.46,9200.0,16,172,0.0,55.63
35.5,57.55,2.02,718.5,45.32,32.1,37.57,62.17,4900.0,9,149,0.0,55.73
27.37,86.33,2.12,34.12,31.35,26.14,27.56,75.38,4200.0,21,160,0.0,41.8
29.61,82.52,2.16,0.0,37.14,27.87,29.58,64.7,3100.0,0,137,0.0,43.45
28.57,86.31,1.69,35.5,34.82,27.33,28.84,61.52,9200.0,21,107,0.0,42.53
26.0,86.47,2.61,0.0,27.91,24.73,25.96,40.04,3100.0,23,105,0.0,34.67
33.12,80.0,0.5,221.06,48.62,31.96,34.6,59.75,4900.0,17,144,0.0,53.64
31.09,74.34,1.83,309.92,39.22,29.12,32.23,77.39,8500.0,17,128,0.0,50.07
39.26,49.25,4.07,887.7,51.9,34.16,40.5,60.74,4900.0,13,157,3.0,60.18
39.33,49.69,2.49,838.01,52.42,34.57,41.34,40.47,4200.0,14,148,4.0,59.09
39.41,50.65,1.29,936.55,53.32,35.67,42.5,61.11,8500.0,11,178,1.0,65.95
28.8,86.35,2.46,0.0,35.55,27.47,28.73,45.05,4900.0,3,151,0.0,39.3
26.0,88.04,1.91,0.0,27.96,24.89,26.06,71.92,4900.0,2,102,0.0,37.27
30.18,83.85,1.53,0.0,39.41,28.58,30.3,69.33,3100.0,19,170,0.0,45.07
42.21,53.75,1.03,889.14,65.89,38.84,45.46,60.21,3100.0,11,95,1.0,71.24
31.81,83.96,5.19,76.33,45.36,30.28,31.28,41.6,9200.0,6,172,0.0,44.62
39.81,50.78,1.64,829.22,54.71,35.52,42.35,63.91,9200.0,10,166,0.0,66.58
26.0,84.87,1.5,0.0,27.85,24.58,26.1,32.56,3100.0,0,149,0.0,34.32
32.53,85.76,1.39,0.0,49.14,31.08,32.71,61.55,9200.0,5,179,0.0,50.68
37.07,53.37,1.87,774.4,47.78,33.16,39.34,45.42,3100.0,14,103,4.0,55.96
41.33,59.07,1.45,824.35,67.35,38.25,44.07,59.02,4200.0,14,143,4.0,70.39
26.28,82.41,1.72,17.06,28.35,24.65,26.45,66.47,4900.0,18,93,0.0,37.45
40.12,60.65,4.84,751.06,63.69,36.31,40.69,35.09,3100.0,10,128,0.0,62.28
26.0,87.64,2.4,0.0,27.95,24.85,25.99,64.11,9200.0,22,161,0.0,37.54
29.84,83.28,2.66,40.44,38.11,28.26,29.91,59.62,4900.0,1,114,0.0,42.99
41.57,53.51,2.5,945.28,63.14,37.37,43.81,70.23,8500.0,13,166,3.0,70.93
28.35,84.37,1.27,0.0,33.78,26.83,28.5,82.1,3100.0,1,121,0.0,44.53
27.04,84.25,1.62,0.0,30.24,25.53,27.12,77.27,3100.0,3,148,0.0,39.7
38.56,65.46,2.47,481.4,61.24,35.4,39.81,73.79,4900.0,16,152,6.0,63.58
27.35,84.07,1.04,0.0,31.01,25.82,27.53,74.18,3100.0,2,127,0.0,41.09
40.86,45.07,3.14,936.09,53.96,35.2,42.64,41.19,3100.0,12,142,2.0,61.6
33.0,61.55,1.98,468.36,40.08,29.77,34.47,76.89,4900.0,8,156,0.0,50.77
28.87,80.26,2.94,48.28,34.44,27.01,28.92,72.41,9200.0,6,117,0.0,42.46
37.85,57.84,3.78,827.99,52.98,34.08,39.23,61.47,4900.0,14,92,4.0,60.57
28.4,86.97,1.92,26.11,34.43,27.2,28.59,73.44,9200.0,22,169,0.0,43.07
40.21,56.82,0.79,848.26,60.8,37.7,43.57,72.02,9200.0,10,111,0.0,69.8
28.62,85.56,5.7,19.15,34.83,27.24,28.04,32.73,4900.0,19,127,0.0,37.45
26.77,86.67,0.77,0.0,29.79,25.51,26.99,35.95,3100.0,1,161,0.0,36.82
42.91,58.59,3.47,813.07,73.8,38.89,44.25,76.4,8500.0,14,161,4.0,72.4
41.31,53.78,1.06,838.99,62.41,37.84,44.38,79.33,9200.0,13,151,3.0,69.87
28.56,85.43,2.45,68.39,34.61,27.28,28.81,64.33,4200.0,19,146,0.0,42.46
29.77,79.93,3.26,42.9,36.94,27.83,29.69,62.28,4900.0,21,95,0.0,42.05
41.16,57.59,2.8,805.38,65.25,37.26,42.93,66.42,4900.0,10,167,0.0,68.45
28.27,80.56,0.5,70.09,32.89,26.67,28.97,72.3,3100.0,2,121,0.0,42.29
35.23,67.24,1.55,398.29,49.61,32.52,36.73,55.45,4900.0,16,99,6.0,55.43
39.55,49.89,0.93,936.77,53.24,36.12,42.95,73.62,3100.0,11,92,1.0,67.32
27.31,93.45,3.03,49.48,32.08,26.8,27.43,46.98,4200.0,23,148,0.0,39.79
27.02,83.91,1.37,0.0,30.16,25.48,27.14,76.82,8500.0,20,165,0.0,39.71
40.53,56.25,1.67,811.72,61.53,36.92,43.04,46.38,8500.0,14,138,4.0,65.7
37.45,64.67,5.67,634.14,56.18,34.13,37.59,40.15,8500.0,15,148,5.0,57.85
26.0,91.94,1.39,0.0,28.11,25.26,26.14,81.85,8500.0,4,120,0.0,41.35
26.89,88.65,3.32,32.63,30.29,25.88,26.89,72.76,3100.0,19,158,0.0,39.3
29.61,88.35,3.42,44.96,38.78,28.55,29.55,74.53,4200.0,5,151,0.0,47.66
26.4,80.33,1.77,7.79,28.48,24.54,26.51,35.91,3100.0,18,141,0.0,34.21
27.46,83.04,1.26,0.0,31.16,25.83,27.6,43.49,3100.0,4,178,0.0,36.47
27.42,84.4,1.51,50.35,31.23,26.05,27.79,62.91,4200.0,2,130,0.0,39.47
28.71,83.3,1.75,0.0,34.61,27.07,28.77,78.89,4900.0,0,120,0.0,43.53
27.59,82.97,1.51,71.67,31.48,26.12,28.04,36.37,4200.0,5,174,0.0,37.45
37.23,59.42,1.5,892.94,51.87,34.62,40.07,37.01,8500.0,14,173,4.0,60.16
31.14,87.08,2.17,35.83,44.07,29.93,31.31,77.89,3100.0,1,111,0.0,49.69
29.62,86.53,1.11,0.0,38.31,28.31,29.83,42.03,4900.0,2,93,0.0,42.48
35.36,64.63,1.38,476.28,48.57,32.57,37.15,48.24,4200.0,16,102,6.0,55.81
32.04,86.27,0.99,9.4,47.35,30.68,32.4,62.21,4900.0,23,134,0.0,49.54
41.42,53.79,2.1,901.35,62.85,37.36,43.85,39.82,9200.0,11,131,1.0,69.16
31.08,73.99,1.8,213.74,39.09,28.87,31.93,67.49,8500.0,17,138,0.0,46.73
37.53,52.74,2.41,867.02,48.77,33.46,39.7,48.92,8500.0,14,109,4.0,58.98
42.84,44.16,2.72,938.56,59.5,36.92,44.83,59.88,8500.0,11,166,1.0,69.7
38.0,62.31,3.08,673.39,56.59,34.69,39.4,42.02,9200.0,15,170,5.0,57.65
33.02,82.55,2.99,200.66,49.55,31.56,33.46,73.68,8500.0,7,143,0.0,53.4
39.67,51.5,2.56,909.31,54.75,35.26,41.81,77.67,8500.0,13,125,3.0,65.99
34.09,70.43,6.54,489.58,47.31,31.44,33.92,77.0,3100.0,16,90,0.0,53.01
27.56,87.32,1.12,0.0,31.99,26.35,27.74,62.24,4200.0,20,104,0.0,41.55
30.77,80.55,1.19,258.03,40.3,29.51,32.0,73.18,4900.0,7,166,0.0,49.9
42.13,53.04,0.96,842.99,64.89,38.61,45.32,74.17,4200.0,14,106,4.0,72.54
40.96,46.33,3.88,915.57,55.19,35.31,42.27,75.28,4900.0,13,113,3.0,66.2
35.17,73.71,1.49,286.41,53.2,32.98,36.39,46.54,4200.0,17,147,7.0,54.24
26.0,84.36,2.6,11.09,27.83,24.55,26.02,44.59,4200.0,19,161,0.0,33.71
30.92,84.92,1.98,0.0,42.4,29.41,30.94,77.69,3100.0,6,112,0.0,49.19
28.36,85.25,2.37,5.25,33.97,26.94,28.35,35.61,9200.0,2,135,0.0,38.58
39.43,55.98,3.81,940.36,57.21,35.43,40.95,47.43,3100.0,11,161,1.0,63.68
26.86,83.4,6.56,14.56,29.74,25.3,26.27,56.3,8500.0,20,97,0.0,32.64
26.0,86.78,1.63,31.04,27.92,24.84,26.26,75.31,4200.0,23,148,0.0,38.63
31.11,91.29,1.9,14.91,45.68,30.3,31.27,65.01,9200.0,2,179,0.0,50.41
28.52,84.84,3.37,0.0,34.36,27.04,28.28,52.16,8500.0,19,148,0.0,41.03
42.08,58.44,1.58,912.51,69.93,38.96,44.94,39.79,4900.0,13,102,3.0,70.52
44.44,55.72,2.98,763.98,77.53,39.88,45.92,64.89,3100.0,14,128,4.0,74.75
42.04,59.7,3.35,928.14,71.03,38.45,43.74,42.69,3100.0,13,117,3.0,69.41
26.95,87.25,2.1,13.31,30.32,25.77,27.06,71.53,4900.0,6,178,0.0,40.57
32.96,69.71,1.31,468.75,43.22,30.93,34.77,41.77,4900.0,16,150,0.0,50.23
39.8,53.84,1.14,891.64,56.91,36.53,42.91,47.27,4900.0,11,105,1.0,65.75
28.56,90.5,1.11,0.0,35.68,27.66,28.77,79.53,9200.0,19,91,0.0,44.41
31.71,82.81,1.54,26.44,44.49,30.02,31.98,38.84,4200.0,3,171,0.0,47.61
32.3,64.58,4.0,387.98,39.32,29.06,32.86,48.92,4900.0,8,106,0.0,44.94
26.66,84.82,2.07,0.0,29.37,25.22,26.68,73.09,3100.0,5,119,0.0,38.4
35.44,60.78,2.96,657.92,46.78,32.1,36.92,61.85,4900.0,15,102,5.0,55.44
26.0,81.53,4.4,14.94,27.72,24.27,25.79,37.23,4200.0,21,171,0.0,30.71
30.34,84.17,1.41,85.12,40.06,28.98,30.9,75.77,9200.0,21,102,0.0,47.92
26.0,87.5,2.26,1.35,27.94,24.84,26.02,63.15,3100.0,20,132,0.0,36.53
27.44,83.41,2.11,0.0,31.17,25.85,27.45,45.96,9200.0,20,174,0.0,37.65
27.0,86.82,2.49,0.0,30.41,25.76,26.96,37.92,9200.0,1,110,0.0,37.35
26.34,88.2,1.99,8.3,28.82,25.26,26.44,75.02,4900.0,23,144,0.0,39.62
31.32,72.9,0.68,249.51,39.41,29.4,32.72,67.26,9200.0,7,170,0.0,47.6
40.44,59.0,6.4,805.45,63.56,36.31,40.29,46.34,9200.0,10,129,0.0,63.58
43.18,40.01,2.38,949.37,57.14,36.62,45.4,77.23,9200.0,12,172,2.0,70.85
35.47,67.61,1.07,428.91,50.67,33.08,37.32,44.72,9200.0,16,104,6.0,55.03
28.86,75.92,2.51,218.85,33.54,26.87,29.55,80.08,8500.0,7,162,0.0,42.67
28.88,87.02,1.74,0.0,35.97,27.63,28.96,41.88,8500.0,20,141,0.0,40.16
28.35,74.71,3.36,273.7,32.09,26.29,29.0,64.28,9200.0,17,163,0.0,40.63
32.15,73.5,0.5,228.35,42.2,30.33,33.6,81.39,8500.0,17,142,0.0,51.96
37.44,46.91,4.44,926.66,45.38,32.18,38.66,76.64,8500.0,13,176,3.0,57.1
34.63,57.97,2.38,804.55,43.04,31.4,36.73,48.76,4200.0,14,141,0.0,53.53
27.52,82.07,1.28,21.43,31.2,25.85,27.79,67.49,8500.0,5,119,0.0,39.13
35.99,62.1,3.13,843.25,49.28,33.06,37.81,74.33,9200.0,10,122,0.0,59.73
41.2,45.0,2.35,1013.64,54.94,35.88,43.65,43.02,9200.0,12,146,2.0,64.65
29.77,91.0,1.74,0.0,40.17,28.91,29.86,67.36,8500.0,0,141,0.0,45.55
29.73,87.29,5.53,0.0,38.9,28.49,29.0,69.88,4200.0,5,98,0.0,44.22
31.62,71.04,3.55,451.91,39.66,29.29,32.54,82.05,9200.0,8,143,0.0,50.61
33.52,73.07,2.0,243.81,46.64,31.14,34.39,77.66,8500.0,7,90,0.0,53.52
37.8,50.37,0.5,790.36,48.21,35.04,41.21,73.87,9200.0,10,133,0.0,61.83
29.3,84.37,1.31,3.87,36.64,27.77,29.48,73.95,4200.0,21,164,0.0,43.43
28.84,89.08,3.12,40.7,36.32,27.87,28.85,56.09,8500.0,18,169,0.0,42.89
26.88,83.37,4.16,0.0,29.79,25.3,26.58,78.56,8500.0,23,98,0.0,38.16
37.74,72.54,1.11,533.85,63.44,36.13,39.96,76.46,8500.0,8,121,0.0,67.03
32.76,63.66,0.64,585.53,40.22,31.0,35.33,42.2,4900.0,16,104,0.0,50.35
42.03,52.31,2.87,961.4,63.85,37.53,44.06,65.6,3100.0,11,101,1.0,69.67
40.82,52.13,1.59,917.66,59.21,36.88,43.64,61.27,8500.0,13,167,3.0,67.64
38.24,55.41,0.77,852.58,52.68,35.74,41.57,75.12,3100.0,14,146,4.0,66.58
36.63,50.7,0.71,710.34,45.13,33.21,39.54,80.37,4900.0,15,97,5.0,60.45
27.38,85.56,1.22,0.0,31.28,26.0,27.54,77.62,8500.0,21,161,0.0,40.92
27.8,90.84,2.59,0.0,33.27,26.94,27.75,49.42,3100.0,21,116,0.0,38.64
26.0,90.6,3.47,0.0,28.06,25.13,25.86,50.88,9200.0,19,151,0.0,35.44
31.05,90.23,1.86,0.0,44.99,30.1,31.12,78.44,4200.0,0,101,0.0,52.42
39.62,52.36,1.28,627.48,55.2,35.3,41.89,37.68,4200.0,9,154,0.0,60.47
30.67,79.31,2.52,284.99,39.55,29.1,31.53,60.95,9200.0,7,131,0.0,47.31
32.98,70.65,1.4,232.27,43.69,30.42,34.03,50.84,8500.0,17,151,0.0,50.11
26.0,77.31,1.47,52.68,27.57,23.97,26.36,71.45,4200.0,0,100,0.0,36.17
28.38,82.58,1.47,0.0,33.54,26.68,28.49,36.17,4200.0,1,132,0.0,38.78
29.93,82.29,0.5,0.0,38.09,28.16,30.26,82.91,4900.0,0,106,0.0,46.34
27.51,82.64,2.02,23.68,31.24,25.88,27.66,44.94,4200.0,0,121,0.0,35.39
35.79,62.59,1.56,408.25,48.9,32.49,37.29,70.66,9200.0,8,174,0.0,56.06
43.92,46.52,1.31,935.61,65.41,39.03,47.0,65.14,3100.0,12,174,2.0,72.98
27.24,84.04,3.99,72.91,30.73,25.82,27.25,71.79,3100.0,0,129,0.0,38.6
44.29,52.47,4.4,965.11,73.11,39.28,45.26,74.86,3100.0,12,112,2.0,74.46
27.9,81.73,4.21,0.0,32.1,26.12,27.52,67.79,9200.0,19,145,0.0,38.05
26.3,85.76,3.35,4.87,28.57,24.97,26.18,80.52,4900.0,21,95,0.0,39.14
26.17,87.47,0.5,0.0,28.36,25.0,26.42,58.27,4200.0,6,175,0.0,37.47
26.0,82.28,1.34,5.23,27.75,24.34,26.16,79.62,4900.0,1,139,0.0,38.3
30.66,80.48,2.68,0.0,39.9,28.68,30.49,77.86,4200.0,5,126,0.0,45.59
28.56,82.02,2.25,0.0,33.94,26.8,28.52,38.77,4200.0,6,153,0.0,37.63
40.2,57.48,1.25,858.18,61.3,37.22,43.16,79.48,9200.0,13,143,3.0,70.26
30.68,75.78,0.58,280.55,38.48,29.31,32.25,72.14,9200.0,17,161,0.0,48.37
39.85,55.36,2.52,842.42,58.28,35.88,41.88,45.22,3100.0,14,138,4.0,63.6
26.0,87.38,2.45,0.0,27.94,24.82,25.98,38.8,3100.0,1,100,0.0,34.93
35.9,58.13,4.27,725.34,46.83,32.09,36.92,64.95,8500.0,9,177,0.0,55.87
27.73,88.58,2.73,5.08,32.69,26.66,27.68,63.45,8500.0,22,138,0.0,41.0
42.17,53.08,1.75,871.72,65.1,38.05,44.77,46.11,4200.0,11,110,1.0,69.33
35.36,67.36,4.31,524.12,50.13,32.46,35.98,75.38,4200.0,16,155,6.0,56.11
29.18,74.22,1.55,258.29,33.99,27.21,30.25,37.63,9200.0,7,152,0.0,39.85
41.3,54.13,3.32,773.77,62.66,36.7,42.65,34.04,3100.0,10,172,0.0,63.8
29.7,81.67,1.36,27.99,37.21,27.95,30.01,62.89,3100.0,2,117,0.0,42.34
29.26,92.82,0.8,11.57,38.78,28.63,29.64,37.92,9200.0,5,106,0.0,44.59
33.19,67.39,1.35,537.74,42.94,31.04,35.17,60.74,4900.0,8,95,0.0,52.61
26.77,82.53,1.9,0.0,29.45,25.11,26.81,45.46,3100.0,5,108,0.0,34.66
36.6,73.18,0.5,490.41,58.83,35.67,39.13,78.83,9200.0,8,145,0.0,63.85
32.87,89.25,3.16,36.48,52.52,31.86,32.75,45.95,4900.0,6,117,0.0,51.03
31.64,70.12,1.62,527.23,39.4,29.73,33.46,40.19,8500.0,8,155,0.0,48.68
30.53,76.16,3.44,323.17,38.15,28.62,31.22,42.28,4200.0,17,127,0.0,43.97
40.67,53.55,2.34,926.25,59.81,36.58,42.99,71.67,9200.0,11,126,1.0,69.46
34.15,78.85,1.87,186.82,52.15,32.3,34.91,60.78,4200.0,7,157,0.0,54.38
28.8,80.77,2.35,227.04,34.36,27.35,29.58,73.62,4900.0,7,175,0.0,43.23
33.35,78.41,1.04,235.67,48.69,31.76,34.6,39.56,3100.0,17,179,0.0,51.03
30.13,87.16,3.55,0.0,40.26,28.86,29.8,37.07,4900.0,19,138,0.0,43.75
